x0,x1,y,split
1.4693108290003565,-0.8160976481456066,1.0,train
1.5587147133769177,-0.9662114135898294,1.0,train
0.06346120898314697,0.2063635321171946,1.0,train
0.025497425156644507,0.326340188782296,1.0,train
0.130497425156644507,0.456340188782296,1.0,train
0.170497425156644507,0.156340188782296,1.0,train
-3.680882893203617,-0.2993165154770751,0.0,train
-0.23173759761952414,-0.9662114135898294,0.0,train
-2.4505031542253595,-3.1264435216505535,0.0,train
-0.5551916592016838,-0.23696852560168588,0.0,train
0.4643735034102715,-0.4730456996826391,0.0,train
-2.5587147133769177,-2.9617619123659953,0.0,train
1.4693108290003565,2.8160976481456066,1.0,train
-2.4687277233999487,0.605277754513307,0.0,train
-1.268790508156928,-1.9322265116401116,0.0,train
-2.259878354851425,-1.1285431020916177,0.0,train
-1.6138536251390194,-1.2080344090615638,0.0,train
-2.4336552181220608,-0.08928750154332837,0.0,train
-3.3407260471266143,0.3733793852965897,0.0,train
-6.459190422076074,-0.35133752511017347,0.0,train
-1.8249159788172848,-4.516978822715963,0.0,train
2.0346873308723974,2.587423757982251,1.0,train
-3.637517148703195,0.2198996508676477,0.0,train
-3.140730024899825,1.8374907333404698,0.0,train
2.1338193394661285,2.6761560987760395,1.0,train
2.4907735506507307,1.3116998525891639,0.0,train
3.8914943017041073,2.1032714172462783,1.0,train
0.06346120898314697,-1.5063635321171946,0.0,train
1.5390122398531616,-0.8645475588358085,0.0,train
0.25073707282178803,0.2711690749950132,0.0,train
0.15837102211878099,-2.156555094550621,0.0,train
-2.745172723763183,-0.772565470518649,0.0,train
2.270089833753067,3.7595266230756694,1.0,train
2.630671956433039,1.4658831017925267,0.0,train
-1.0367643675789922,-1.0841854094013563,0.0,train
3.0123381203546256,2.5839200937224316,1.0,train
0.025497425156644507,-1.526340188782296,0.0,train
-0.18462616476744553,-0.4926103699856992,0.0,train
-0.6937743181699932,0.9183586419570696,0.0,train
1.2266061769072796,-1.8110330949834983,0.0,train
-0.6715186948546368,-2.1619290754149185,0.0,train
-0.6968220709279537,-1.3024536248410064,0.0,train
-1.7549756767263982,-2.253153192780071,0.0,train
-1.5328165501785236,-0.9354698395084787,0.0,train
1.734071106895206,0.5877112914459602,0.0,train
0.13655022563598138,-1.2847758703225973,0.0,train
-2.8163093848798524,-3.713435350974856,0.0,train
1.4354875516139767,-0.9086697572528075,0.0,train
-0.25872020755087216,1.1269898174149322,0.0,train
1.0412611347021008,-2.5468627923258436,0.0,train
-3.3662239201676964,-2.019473038409348,0.0,train
-1.3653147223319102,1.460756825289024,0.0,train
-2.046969206095274,-1.8076542278635057,0.0,train
2.323471033747131,2.076375632699465,0.0,train
0.7360253614326913,-0.49388253637065094,0.0,train
-1.6478130321012194,-2.35025759540615,0.0,train
2.3483583496010176,-3.3606135517261997,0.0,train
-3.1338077091034084,-1.7769763354033579,0.0,train
0.03484932195617037,-1.715867374525932,0.0,train
-0.7550320695148338,-0.8708950998985721,0.0,train
-0.5552320039571967,-0.5695727586508285,0.0,train
0.3232704892064001,-2.035841526929058,0.0,train
0.12842733803905085,-2.7162357873124163,0.0,train
-1.3908121076548698,-0.6059404563731288,0.0,train
-2.25535398367001,-1.2036318587344594,0.0,train
